seq_idx,header,rank,start_pos,end_pos,trough_pos,width_bp,mean_residual,gc_pct,nonB_motifs,n_motif_types
169,FP010945 ERH_1               :+U  EU:NC; range -3000 to  3000.,2,-56,33,23,90,-0.09823,49.49,STR;DirectRepeat,2
170,FP007439 PGM5_1              :+U  EU:NC; range -3000 to  3000.,1,-102,-53,-67,50,-0.41767,84.75,G4;STR;DirectRepeat;Triplex,4
170,FP007439 PGM5_1              :+U  EU:NC; range -3000 to  3000.,2,-185,-117,-120,69,-0.09441,65.38,STR;DirectRepeat;Triplex,3
171,FP010316 WDR66_1             :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-169,50,-0.74811,54.24,STR;DirectRepeat;Triplex,3
172,FP015195 BMP7_1              :+U  EU:NC; range -3000 to  3000.,1,-56,-7,-38,50,-0.59687,76.27,STR;DirectRepeat,2
173,FP012608 MYOCD_1             :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-158,50,-0.49529,76.27,iMotif;STR;DirectRepeat,3
173,FP012608 MYOCD_1             :+U  EU:NC; range -3000 to  3000.,2,-145,-88,-102,58,-0.0997,71.64,STR;DirectRepeat,2
174,FP014218 SYNE4_1             :+U  EU:NC; range -3000 to  3000.,1,-195,-124,-128,72,-0.1873,54.32,DirectRepeat;Triplex,2
175,FP008612 HBG1_1              :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-199,50,-0.20091,49.15,STR;DirectRepeat,2
176,FP005451 TREML4_1            :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-154,50,-0.39376,64.41,DirectRepeat,1
176,FP005451 TREML4_1            :+U  EU:NC; range -3000 to  3000.,2,-150,-82,-110,69,-0.2694,69.23,STR;DirectRepeat,2
178,FP015867 FIGF_1              :+U  EU:NC; range -3000 to  3000.,1,-200,-141,-187,60,-0.20957,40.58,STR;DirectRepeat,2
179,FP009705 BHLHE41_1           :+U  EU:NC; range -3000 to  3000.,1,-110,-61,-86,50,-0.93252,84.75,iMotif;STR;DirectRepeat,3
180,FP008711 GTF2H1_1            :+U  EU:NC; range -3000 to  3000.,1,-112,-53,-91,60,-0.28772,66.67,G4;STR;DirectRepeat;Triplex,4
181,FP003004 ALS2CL_1            :+U  EU:NC; range -3000 to  3000.,1,-45,4,-22,50,-0.22544,77.97,G4;STR;DirectRepeat,3
182,FP000094 SPSB1_1             :+U  EU:NC; range -3000 to  3000.,1,-194,-145,-194,50,-0.46041,89.83,iMotif;STR;DirectRepeat,3
182,FP000094 SPSB1_1             :+U  EU:NC; range -3000 to  3000.,2,-139,-32,-39,108,-0.27297,71.79,G4;STR;PolyT;DirectRepeat,4
183,FP001782 EPT1_1              :+U  EU:NC; range -3000 to  3000.,1,-96,-25,-55,72,-0.27161,74.07,STR;DirectRepeat,2
183,FP001782 EPT1_1              :+U  EU:NC; range -3000 to  3000.,2,-24,31,18,56,-0.1185,60.0,DirectRepeat,1
183,FP001782 EPT1_1              :+U  EU:NC; range -3000 to  3000.,3,-199,-97,-161,103,-0.08474,68.75,STR;DirectRepeat,2
184,FP011185 GOLGA8G_1           :+U  EU:NC; range -3000 to  3000.,1,-200,-149,-179,52,-0.06967,63.93,STR;DirectRepeat,2
184,FP011185 GOLGA8G_1           :+U  EU:NC; range -3000 to  3000.,2,-148,-83,-100,66,-0.37179,52.0,STR;DirectRepeat,2
185,FP015130 SNX21_1             :+U  EU:NC; range -3000 to  3000.,1,-192,-33,-56,160,-0.08522,73.37,G4;STR;DirectRepeat,3
187,FP010361 PIWIL1_1            :+U  EU:NC; range -3000 to  3000.,1,-190,-85,-109,106,-0.11358,79.13,G4;STR;DirectRepeat,3
188,FP003625 CHRD_1              :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-161,50,-0.42461,79.66,iMotif;STR;DirectRepeat,3
189,FP013307 SYNGR2_1            :+U  EU:NC; range -3000 to  3000.,1,-196,-127,-166,70,-0.12532,74.68,STR;DirectRepeat,2
189,FP013307 SYNGR2_1            :+U  EU:NC; range -3000 to  3000.,2,-126,30,10,157,-0.07031,80.12,G4;STR;DirectRepeat,3
190,FP000715 GTF2B_1             :+U  EU:NC; range -3000 to  3000.,1,-6,43,27,50,-0.24424,55.93,DirectRepeat,1
191,FP013030 SKAP1_1             :+U  EU:NC; range -3000 to  3000.,1,-200,-18,-43,183,-0.17108,79.69,iMotif;STR;DirectRepeat,3
192,FP003931 TECRL_1             :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-200,50,-0.27068,32.2,STR;DirectRepeat;Triplex,3
192,FP003931 TECRL_1             :+U  EU:NC; range -3000 to  3000.,2,-143,-80,-89,64,-0.18923,31.51,STR;DirectRepeat,2
193,FP000073 TNFRSF25_1          :+U  EU:NC; range -3000 to  3000.,1,-183,-26,-79,158,-0.08313,76.65,G4;STR;DirectRepeat,3
195,FP003794 ZNF518B_1           :+U  EU:NC; range -3000 to  3000.,1,-17,32,-17,50,-0.50278,84.75,STR;DirectRepeat,2
195,FP003794 ZNF518B_1           :+U  EU:NC; range -3000 to  3000.,2,-154,-105,-110,50,-0.20285,74.58,STR;DirectRepeat,2
196,FP001317 ABL2_1              :+U  EU:NC; range -3000 to  3000.,1,-129,-80,-109,50,-0.49924,88.14,STR;DirectRepeat,2
196,FP001317 ABL2_1              :+U  EU:NC; range -3000 to  3000.,2,-79,-30,-58,50,-0.59119,86.44,G4;STR;DirectRepeat,3
197,FP015268 SOX18_1             :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-159,50,-0.82301,74.58,STR;DirectRepeat,2
197,FP015268 SOX18_1             :+U  EU:NC; range -3000 to  3000.,2,-139,-50,-67,90,-0.25673,80.81,iMotif;STR;DirectRepeat;Triplex,4
198,FP010476 FREM2_1             :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-174,50,-0.51108,64.41,STR;DirectRepeat,2
200,FP004389 C5orf49_1           :+U  EU:NC; range -3000 to  3000.,1,-142,-93,-95,50,-1.16942,67.8,G4;STR;DirectRepeat;Triplex,4
202,FP015387 NDUFV3_1            :+U  EU:NC; range -3000 to  3000.,1,-137,-82,-113,56,-0.23797,72.31,ZDNA;STR;DirectRepeat,3
202,FP015387 NDUFV3_1            :+U  EU:NC; range -3000 to  3000.,2,-197,-138,-182,60,-0.12744,68.12,STR,1
203,FP011956 IL4R_1              :+U  EU:NC; range -3000 to  3000.,1,-177,-119,-124,59,-0.29528,86.76,G4;STR;DirectRepeat,3
203,FP011956 IL4R_1              :+U  EU:NC; range -3000 to  3000.,2,-65,1,-37,67,-0.1784,78.95,G4;STR;DirectRepeat,3
205,FP012386 CHMP1A_1            :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-163,50,-0.10981,83.05,STR;DirectRepeat,2
205,FP012386 CHMP1A_1            :+U  EU:NC; range -3000 to  3000.,2,-150,-71,-77,80,-0.17142,77.53,STR;DirectRepeat,2
206,FP011959 KIAA0556_1          :+U  EU:NC; range -3000 to  3000.,1,-163,-114,-132,50,-0.40162,72.88,STR;DirectRepeat;Triplex,3
207,FP000744 DR1_1               :+U  EU:NC; range -3000 to  3000.,1,-67,-18,-35,50,-0.5645,69.49,STR;DirectRepeat;Triplex,3
207,FP000744 DR1_1               :+U  EU:NC; range -3000 to  3000.,2,-200,-151,-193,50,-0.17235,62.71,ZDNA;STR;DirectRepeat,3
207,FP000744 DR1_1               :+U  EU:NC; range -3000 to  3000.,3,-150,-68,-79,83,-0.07869,75.0,STR;DirectRepeat;Triplex,3
208,FP006443 EFCAB10_1           :+U  EU:NC; range -3000 to  3000.,1,-191,-137,-139,55,-0.09066,62.5,DirectRepeat,1
209,FP009533 GALNT8_1            :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-198,50,-0.51764,44.07,STR;DirectRepeat;Triplex,3
209,FP009533 GALNT8_1            :+U  EU:NC; range -3000 to  3000.,2,-46,3,-19,50,-0.2202,47.46,,0
210,FP001533 KCNK2_1             :+U  EU:NC; range -3000 to  3000.,1,-72,-23,-25,50,-0.41524,37.29,STR;DirectRepeat;Triplex,3
211,FP008337 SCD_1               :+U  EU:NC; range -3000 to  3000.,1,-192,-143,-154,50,-1.10458,62.71,STR;DirectRepeat;Triplex,3
213,FP013422 MTCL1_1             :+U  EU:NC; range -3000 to  3000.,1,-197,-104,-120,94,-0.15803,60.19,DirectRepeat,1
216,FP006625 ARHGEF5_1           :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-170,50,-0.30914,84.75,STR;DirectRepeat,2
216,FP006625 ARHGEF5_1           :+U  EU:NC; range -3000 to  3000.,2,-148,-93,-105,56,-0.18971,86.15,iMotif;STR;DirectRepeat,3
217,FP009419 NECTIN1_1           :+U  EU:NC; range -3000 to  3000.,1,-103,-54,-59,50,-0.3401,74.58,STR;DirectRepeat,2
217,FP009419 NECTIN1_1           :+U  EU:NC; range -3000 to  3000.,2,-50,24,2,75,-0.08619,66.67,DirectRepeat;Triplex,2
218,FP003884 NFXL1_1             :+U  EU:NC; range -3000 to  3000.,1,-200,-131,-136,70,-0.06237,67.09,iMotif;STR;DirectRepeat,3
219,FP006193 ZNF92_1             :+U  EU:NC; range -3000 to  3000.,1,-173,-124,-131,50,-0.3067,61.02,STR;DirectRepeat,2
222,FP012426 DPH1_1              :+U  EU:NC; range -3000 to  3000.,1,-197,-68,-77,130,-0.06905,67.63,STR;DirectRepeat,2
226,FP004115 INTS12_1            :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-200,50,-0.16134,47.46,STR;DirectRepeat;Triplex,3
226,FP004115 INTS12_1            :+U  EU:NC; range -3000 to  3000.,2,-124,-52,-82,73,-0.07291,53.66,STR;DirectRepeat,2
227,FP013846 MARCH2_1            :+U  EU:NC; range -3000 to  3000.,1,-176,-127,-146,50,-0.18374,59.32,DirectRepeat,1
228,FP006626 TPK1_1              :+U  EU:NC; range -3000 to  3000.,1,-200,-138,-140,63,-0.51588,55.56,STR;DirectRepeat,2
228,FP006626 TPK1_1              :+U  EU:NC; range -3000 to  3000.,2,-29,20,-5,50,-0.19994,72.88,STR;DirectRepeat,2
229,FP015436 CECR2_1             :+U  EU:NC; range -3000 to  3000.,1,-168,-9,-61,160,-0.20655,25.44,STR;DirectRepeat,2
230,FP015284 BTG3_1              :+U  EU:NC; range -3000 to  3000.,1,-177,-116,-122,62,-0.218,81.69,STR;DirectRepeat,2
230,FP015284 BTG3_1              :+U  EU:NC; range -3000 to  3000.,2,-26,23,-20,50,-0.17401,77.97,STR;DirectRepeat,2
231,FP014228 ZNF146_1            :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-171,50,-1.44997,66.1,STR;DirectRepeat;Triplex,3
232,FP012913 RAB5C_1             :+U  EU:NC; range -3000 to  3000.,1,-200,-140,-150,61,-0.14707,68.57,DirectRepeat,1
234,FP005025 CREBRF_1            :+U  EU:NC; range -3000 to  3000.,1,-196,-147,-181,50,-0.21031,72.88,STR;DirectRepeat,2
234,FP005025 CREBRF_1            :+U  EU:NC; range -3000 to  3000.,2,-146,-54,-74,93,-0.12171,78.43,STR;DirectRepeat,2
235,FP016289 APLN_1              :+U  EU:NC; range -3000 to  3000.,1,-126,-77,-87,50,-0.9073,76.27,iMotif;STR;DirectRepeat,3
235,FP016289 APLN_1              :+U  EU:NC; range -3000 to  3000.,2,-200,-151,-157,50,-0.14632,69.49,STR;DirectRepeat,2
236,FP003827 ZCCHC4_1            :+U  EU:NC; range -3000 to  3000.,1,-197,-11,-78,187,-0.07264,72.45,G4;STR;DirectRepeat,3
237,FP011953 HS3ST4_1            :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-200,50,-0.28851,71.19,STR;DirectRepeat,2
237,FP011953 HS3ST4_1            :+U  EU:NC; range -3000 to  3000.,2,-49,0,-11,50,-0.78067,77.97,ZDNA;STR;DirectRepeat,3
238,FP008153 UNC5B_1             :+U  EU:NC; range -3000 to  3000.,1,-185,-134,-166,52,-0.57145,81.97,STR;DirectRepeat,2
240,FP008432 PNLIPRP1_1          :+U  EU:NC; range -3000 to  3000.,1,-200,-87,-123,114,-0.24203,43.9,STR;DirectRepeat,2
241,FP006410 CLDN15_1            :+U  EU:NC; range -3000 to  3000.,1,-163,-67,-120,97,-0.16265,72.64,STR;DirectRepeat;Triplex,3
242,FP014848 NOP56_1             :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-195,50,-0.52341,77.97,STR;DirectRepeat,2
242,FP014848 NOP56_1             :+U  EU:NC; range -3000 to  3000.,2,-130,-45,-53,86,-0.12854,76.84,STR;DirectRepeat,2
243,FP011379 ZNF280D_1           :+U  EU:NC; range -3000 to  3000.,1,-159,14,-91,174,-0.05099,67.21,STR;DirectRepeat,2
244,FP011396 BNIP2_1             :+U  EU:NC; range -3000 to  3000.,1,-114,-65,-69,50,-0.58661,74.58,STR;DirectRepeat,2
244,FP011396 BNIP2_1             :+U  EU:NC; range -3000 to  3000.,2,-200,-150,-156,51,-0.16301,75.0,STR;DirectRepeat,2
245,FP011328 SLC12A1_1           :+U  EU:NC; range -3000 to  3000.,1,-122,28,-37,151,-0.17372,54.38,ZDNA;STR;DirectRepeat,3
246,FP007733 DNM1_1              :+U  EU:NC; range -3000 to  3000.,1,-63,-4,-21,60,-0.23182,82.61,STR;DirectRepeat,2
246,FP007733 DNM1_1              :+U  EU:NC; range -3000 to  3000.,2,-172,-64,-156,109,-0.16418,69.49,STR;DirectRepeat,2
248,FP000806 SYPL2_1             :+U  EU:NC; range -3000 to  3000.,1,-171,-122,-135,50,-0.73015,79.66,iMotif;STR;DirectRepeat,3
248,FP000806 SYPL2_1             :+U  EU:NC; range -3000 to  3000.,2,-121,-42,-49,80,-0.07833,67.42,G4;STR;DirectRepeat;Triplex,4
249,FP009157 ATG16L2_1           :+U  EU:NC; range -3000 to  3000.,1,-74,49,-46,124,-0.17611,83.46,STR;DirectRepeat,2
249,FP009157 ATG16L2_1           :+U  EU:NC; range -3000 to  3000.,2,-192,-75,-80,118,-0.12804,76.38,STR;DirectRepeat,2
250,FP000199 PLA2G2F_1           :+U  EU:NC; range -3000 to  3000.,1,-56,-7,-55,50,-0.25421,61.02,STR;DirectRepeat;Triplex,3
251,FP003081 SEMA3B_1            :+U  EU:NC; range -3000 to  3000.,1,-200,-127,-131,74,-0.22966,68.67,STR;DirectRepeat;Triplex,3
251,FP003081 SEMA3B_1            :+U  EU:NC; range -3000 to  3000.,2,-126,-36,-56,91,-0.14343,67.0,iMotif;STR;DirectRepeat,3
252,FP000248 NIPAL3_1            :+U  EU:NC; range -3000 to  3000.,1,-22,27,8,50,-0.06587,54.24,DirectRepeat,1
253,FP010671 ANG_1               :+U  EU:NC; range -3000 to  3000.,1,-117,-68,-100,50,-0.59022,37.29,STR;PolyA;DirectRepeat,3
256,FP007031 NBN_1               :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-195,50,-0.53282,28.81,STR;DirectRepeat,2
257,FP011815 GLIS2_1             :+U  EU:NC; range -3000 to  3000.,1,-193,-144,-173,50,-0.64578,37.29,STR;DirectRepeat,2
257,FP011815 GLIS2_1             :+U  EU:NC; range -3000 to  3000.,2,-122,8,-73,131,-0.11271,62.14,STR;DirectRepeat,2
258,FP003403 IFT122_1            :+U  EU:NC; range -3000 to  3000.,1,-200,-147,-186,54,-0.34414,71.43,STR;DirectRepeat,2
258,FP003403 IFT122_1            :+U  EU:NC; range -3000 to  3000.,2,-146,-93,-96,54,-0.3543,57.14,STR;DirectRepeat,2
260,FP015081 SRSF6_1             :+U  EU:NC; range -3000 to  3000.,1,-200,-149,-179,52,-0.1889,52.46,STR;DirectRepeat,2
260,FP015081 SRSF6_1             :+U  EU:NC; range -3000 to  3000.,2,-6,43,-6,50,-0.16711,72.88,ZDNA;STR;DirectRepeat,3
261,FP014690 TTYH1_1             :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-195,50,-0.33325,71.19,STR;DirectRepeat;Triplex,3
261,FP014690 TTYH1_1             :+U  EU:NC; range -3000 to  3000.,2,-125,-76,-90,50,-0.43134,74.58,G4;STR;DirectRepeat;Triplex,4
261,FP014690 TTYH1_1             :+U  EU:NC; range -3000 to  3000.,3,-75,-26,-38,50,-0.27847,57.63,STR;DirectRepeat,2
262,FP002577 MYL1_1              :+U  EU:NC; range -3000 to  3000.,1,-192,-86,-126,107,-0.23537,45.69,STR;DirectRepeat,2
263,FP003987 PPBP_1              :+U  EU:NC; range -3000 to  3000.,1,-69,-20,-57,50,-0.50547,38.98,DirectRepeat,1
264,FP002175 SLC9A4_1            :+U  EU:NC; range -3000 to  3000.,1,-188,-139,-178,50,-0.68286,32.2,STR;DirectRepeat;Triplex,3
264,FP002175 SLC9A4_1            :+U  EU:NC; range -3000 to  3000.,2,-132,-66,-78,67,-0.24471,50.0,STR;DirectRepeat;Triplex,3
265,FP000139 PRAMEF1_1           :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-195,50,-0.47611,27.12,STR;DirectRepeat,2
266,FP005956 MAFK_1              :+U  EU:NC; range -3000 to  3000.,1,-64,-15,-61,50,-0.42136,86.44,ZDNA;STR;DirectRepeat;Triplex,4
267,FP013059 FAM117A_1           :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-182,50,-0.15713,62.71,STR;DirectRepeat,2
267,FP013059 FAM117A_1           :+U  EU:NC; range -3000 to  3000.,2,-150,-100,-132,51,-0.20855,53.33,STR;DirectRepeat;Triplex,3
268,FP012429 SRR_1               :+U  EU:NC; range -3000 to  3000.,1,-135,-86,-120,50,-0.83625,81.36,STR;DirectRepeat;Triplex,3
268,FP012429 SRR_1               :+U  EU:NC; range -3000 to  3000.,2,-187,-138,-180,50,-0.34792,79.66,STR;DirectRepeat;Triplex,3
269,FP002626 FAM134A_1           :+U  EU:NC; range -3000 to  3000.,1,-200,-83,-91,118,-0.34358,70.08,STR;DirectRepeat;Triplex,3
270,FP007560 TRIM14_1            :+U  EU:NC; range -3000 to  3000.,1,-199,-139,-163,61,-0.30969,64.29,DirectRepeat,1
270,FP007560 TRIM14_1            :+U  EU:NC; range -3000 to  3000.,2,-138,49,-44,188,-0.09867,74.62,iMotif;STR;DirectRepeat,3
271,FP007613 MUSK_1              :+U  EU:NC; range -3000 to  3000.,1,-190,-113,-120,78,-0.33689,44.83,STR;DirectRepeat,2
272,FP003462 RNF7_1              :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-167,50,-0.56962,77.97,STR;DirectRepeat,2
274,FP008565 POLR2L_1            :+U  EU:NC; range -3000 to  3000.,1,-170,18,-45,189,-0.08968,77.27,G4;STR;DirectRepeat,3
275,FP009993 ARHGEF25_1          :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-197,50,-1.06975,74.58,G4;STR;DirectRepeat;Triplex,4
275,FP009993 ARHGEF25_1          :+U  EU:NC; range -3000 to  3000.,2,-108,-54,-75,55,-0.24734,76.56,STR;DirectRepeat;Triplex,3
276,FP005512 NFKBIE_1            :+U  EU:NC; range -3000 to  3000.,1,-196,-84,-93,113,-0.11582,72.95,G4;STR;DirectRepeat;Triplex,4
277,FP003740 NAT8L_1             :+U  EU:NC; range -3000 to  3000.,1,-82,-20,-49,63,-0.48923,87.5,G4;STR;DirectRepeat,3
277,FP003740 NAT8L_1             :+U  EU:NC; range -3000 to  3000.,2,-200,-83,-150,118,-0.32572,85.04,STR;DirectRepeat,2
278,FP003069 CDHR4_1             :+U  EU:NC; range -3000 to  3000.,1,-181,-132,-179,50,-0.67024,45.76,STR;DirectRepeat,2
279,FP015949 FUNDC1_1            :+U  EU:NC; range -3000 to  3000.,1,-177,-75,-78,103,-0.19796,59.82,STR;DirectRepeat;Triplex,3
281,FP006459 LAMB1_1             :+U  EU:NC; range -3000 to  3000.,1,-176,-122,-131,55,-0.17687,67.19,STR;DirectRepeat,2
282,FP012335 TAF1C_1             :+U  EU:NC; range -3000 to  3000.,1,-90,-41,-90,50,-0.23157,74.58,STR;DirectRepeat,2
283,FP013338 AATK_1              :+U  EU:NC; range -3000 to  3000.,1,-104,-50,-54,55,-0.13985,73.44,STR;DirectRepeat,2
283,FP013338 AATK_1              :+U  EU:NC; range -3000 to  3000.,2,-200,-151,-191,50,-0.13839,71.19,STR;DirectRepeat,2
283,FP013338 AATK_1              :+U  EU:NC; range -3000 to  3000.,3,-49,12,7,62,-0.13225,70.42,STR;DirectRepeat,2
284,FP010237 MAPKAPK5_1          :+U  EU:NC; range -3000 to  3000.,1,-197,-100,-145,98,-0.14993,74.77,STR;DirectRepeat,2
285,FP003806 FGFBP2_1            :+U  EU:NC; range -3000 to  3000.,1,-193,-129,-152,65,-0.27494,60.81,STR;DirectRepeat,2
286,FP007952 PRPF18_1            :+U  EU:NC; range -3000 to  3000.,1,-104,-31,-34,74,-0.49833,66.27,STR;DirectRepeat,2
286,FP007952 PRPF18_1            :+U  EU:NC; range -3000 to  3000.,2,-197,-145,-148,53,-0.18294,54.84,DirectRepeat,1
287,FP014750 ZNF667_1            :+U  EU:NC; range -3000 to  3000.,1,-183,28,-45,212,-0.11904,75.11,STR;DirectRepeat,2
289,FP002246 TMEM177_1           :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-197,50,-0.51273,69.49,iMotif;STR;DirectRepeat,3
289,FP002246 TMEM177_1           :+U  EU:NC; range -3000 to  3000.,2,-150,-5,-52,146,-0.08848,74.19,iMotif;STR;DirectRepeat,3
290,FP008138 NEUROG3_1           :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-180,50,-0.13112,67.8,iMotif;STR;DirectRepeat,3
290,FP008138 NEUROG3_1           :+U  EU:NC; range -3000 to  3000.,2,-150,-96,-132,55,-0.50846,79.69,STR;DirectRepeat;Triplex,3
290,FP008138 NEUROG3_1           :+U  EU:NC; range -3000 to  3000.,3,-95,-41,-75,55,-0.06057,79.69,DirectRepeat,1
291,FP000807 ATXN7L2_1           :+U  EU:NC; range -3000 to  3000.,1,-200,-149,-162,52,-0.94173,68.85,G4;STR;DirectRepeat;Triplex,4
291,FP000807 ATXN7L2_1           :+U  EU:NC; range -3000 to  3000.,2,-35,19,15,55,-0.37045,82.81,DirectRepeat,1
291,FP000807 ATXN7L2_1           :+U  EU:NC; range -3000 to  3000.,3,-147,-36,-55,112,-0.05876,75.21,STR;DirectRepeat;Triplex,3
292,FP002155 MRPL30_1            :+U  EU:NC; range -3000 to  3000.,1,-107,-58,-105,50,-0.55624,52.54,STR;DirectRepeat,2
293,FP010789 PSMA6_1             :+U  EU:NC; range -3000 to  3000.,1,-189,-91,-95,99,-0.38669,63.89,STR;DirectRepeat,2
294,FP004577 HMGCR_1             :+U  EU:NC; range -3000 to  3000.,1,-179,-130,-138,50,-0.63371,59.32,DirectRepeat,1
298,FP007469 GCNT1_1             :+U  EU:NC; range -3000 to  3000.,1,-195,-45,-130,151,-0.19478,76.88,G4;STR;DirectRepeat,3
299,FP008707 SAA4_1              :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-158,50,-0.2232,30.51,STR;DirectRepeat;Triplex,3
299,FP008707 SAA4_1              :+U  EU:NC; range -3000 to  3000.,2,-83,-34,-62,50,-0.23501,35.59,STR;DirectRepeat,2
302,FP014178 FXYD3_1             :+U  EU:NC; range -3000 to  3000.,1,-134,-85,-134,50,-0.36696,62.71,STR;DirectRepeat;Triplex,3
302,FP014178 FXYD3_1             :+U  EU:NC; range -3000 to  3000.,2,-197,-135,-135,63,-0.0502,69.44,STR;DirectRepeat,2
303,FP007380 C9orf131_1          :+U  EU:NC; range -3000 to  3000.,1,-144,-95,-102,50,-0.5087,33.9,STR;PolyT;DirectRepeat,3
304,FP007354 BAG1_1              :+U  EU:NC; range -3000 to  3000.,1,-200,-138,-168,63,-0.46859,59.72,STR;DirectRepeat,2
305,FP010128 HAL_1               :+U  EU:NC; range -3000 to  3000.,1,-182,-133,-138,50,-0.50445,44.07,STR;DirectRepeat;Triplex,3
306,FP012095 NOD2_1              :+U  EU:NC; range -3000 to  3000.,1,-61,-12,-61,50,-0.4289,86.44,STR;DirectRepeat,2
307,FP012204 ACD_1               :+U  EU:NC; range -3000 to  3000.,1,-76,-27,-71,50,-0.40989,74.58,STR;DirectRepeat,2
309,FP002189 SLC5A7_1            :+U  EU:NC; range -3000 to  3000.,1,-177,-128,-175,50,-0.70795,69.49,STR;DirectRepeat,2
310,FP014069 GDF15_1             :+U  EU:NC; range -3000 to  3000.,1,-118,-69,-73,50,-0.24042,66.1,STR;DirectRepeat;Triplex,3
310,FP014069 GDF15_1             :+U  EU:NC; range -3000 to  3000.,2,-200,-119,-142,82,-0.15486,58.24,STR;DirectRepeat,2
311,FP003484 CPB1_1              :+U  EU:NC; range -3000 to  3000.,1,-197,-148,-150,50,-0.18551,28.81,STR;DirectRepeat,2
311,FP003484 CPB1_1              :+U  EU:NC; range -3000 to  3000.,2,-123,-8,-54,116,-0.06349,40.0,STR;DirectRepeat;Triplex,3
312,FP002129 ARID5A_1            :+U  EU:NC; range -3000 to  3000.,1,-162,-101,-122,62,-0.27782,70.42,STR;DirectRepeat,2
312,FP002129 ARID5A_1            :+U  EU:NC; range -3000 to  3000.,2,-99,-9,-13,91,-0.06752,80.0,G4;STR;DirectRepeat,3
313,FP014796 ZSCAN22_1           :+U  EU:NC; range -3000 to  3000.,1,-173,-122,-165,52,-0.34847,67.21,DirectRepeat,1
314,FP008406 DUSP5_1             :+U  EU:NC; range -3000 to  3000.,1,-139,-90,-124,50,-0.57371,84.75,iMotif;STR;DirectRepeat,3
314,FP008406 DUSP5_1             :+U  EU:NC; range -3000 to  3000.,2,-196,-140,-153,57,-0.07998,71.21,iMotif;STR;DirectRepeat,3
315,FP000993 THEM5_1             :+U  EU:NC; range -3000 to  3000.,1,-177,-128,-153,50,-0.33286,44.07,STR;DirectRepeat,2
316,FP002070 ELMOD3_1            :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-192,50,-0.23349,66.1,DirectRepeat,1
316,FP002070 ELMOD3_1            :+U  EU:NC; range -3000 to  3000.,2,-67,38,27,106,-0.07428,63.48,STR;DirectRepeat,2
316,FP002070 ELMOD3_1            :+U  EU:NC; range -3000 to  3000.,3,-150,-68,-70,83,-0.06375,53.26,STR;DirectRepeat,2
317,FP014564 BCL2L12_1           :+U  EU:NC; range -3000 to  3000.,1,-193,-125,-129,69,-0.30139,58.97,STR;DirectRepeat,2
319,FP014036 ABHD8_1             :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-172,50,-0.47324,71.19,STR;DirectRepeat,2
320,FP008582 IGF2_1              :+U  EU:NC; range -3000 to  3000.,1,-200,-151,-193,50,-1.15564,88.14,iMotif;STR;DirectRepeat,3
321,FP013038 HOXB9_1             :+U  EU:NC; range -3000 to  3000.,1,-31,44,39,76,-0.20815,72.94,STR;DirectRepeat,2
