seq_idx,header,seq_length,mean_perp,sd_perp,min_perp,n_regions,total_region_bp,pct_seq_in_regions,best_mean_residual
210,FP001533 KCNK2_1             :+U  EU:NC; range -3000 to  3000.,6001,6.0806,1.55,1.0,1,50,0.83,-0.41524
211,FP008337 SCD_1               :+U  EU:NC; range -3000 to  3000.,6001,6.1225,1.4216,1.0,1,50,0.83,-1.10458
212,FP011055 FBLN5_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1934,1.4575,1.0,0,0,0.0,
213,FP013422 MTCL1_1             :+U  EU:NC; range -3000 to  3000.,6001,5.9837,1.509,1.0,1,94,1.57,-0.15803
214,FP015123 WFDC13_1            :+U  EU:NC; range -3000 to  3000.,6001,6.2091,1.3638,1.0,0,0,0.0,
215,FP006878 LETM2_1             :+U  EU:NC; range -3000 to  3000.,6001,6.242,1.494,1.0,0,0,0.0,
216,FP006625 ARHGEF5_1           :+U  EU:NC; range -3000 to  3000.,6001,6.1122,1.512,1.0,2,106,1.77,-0.30914
217,FP009419 NECTIN1_1           :+U  EU:NC; range -3000 to  3000.,6001,5.9348,1.4755,1.9813,2,125,2.08,-0.3401
218,FP003884 NFXL1_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1568,1.4348,1.0,1,70,1.17,-0.06237
219,FP006193 ZNF92_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1793,1.4321,1.0,1,50,0.83,-0.3067
220,FP001612 COG2_1              :+U  EU:NC; range -3000 to  3000.,6001,6.2458,1.4475,1.0,0,0,0.0,
221,FP001977 APLF_1              :+U  EU:NC; range -3000 to  3000.,6001,6.1638,1.4238,1.0,0,0,0.0,
222,FP012426 DPH1_1              :+U  EU:NC; range -3000 to  3000.,6001,6.2475,1.4691,1.0,1,130,2.17,-0.06905
223,FP000264 MTFR1L_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1468,1.4162,1.0,0,0,0.0,
224,FP010978 ENTPD5_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1775,1.5211,1.0,0,0,0.0,
225,FP015533 ADRBK2_1            :+U  EU:NC; range -3000 to  3000.,6001,6.0667,1.5512,1.0,0,0,0.0,
226,FP004115 INTS12_1            :+U  EU:NC; range -3000 to  3000.,6001,6.0543,1.5278,1.0,2,123,2.05,-0.16134
227,FP013846 MARCH2_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1294,1.6518,1.0,1,50,0.83,-0.18374
228,FP006626 TPK1_1              :+U  EU:NC; range -3000 to  3000.,6001,6.2624,1.4123,1.0,2,113,1.88,-0.51588
229,FP015436 CECR2_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1431,1.4445,1.0,1,160,2.67,-0.20655
230,FP015284 BTG3_1              :+U  EU:NC; range -3000 to  3000.,6001,6.0501,1.405,1.0,2,112,1.87,-0.218
231,FP014228 ZNF146_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1161,1.5672,1.0,1,50,0.83,-1.44997
232,FP012913 RAB5C_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1097,1.4711,1.0,1,61,1.02,-0.14707
233,FP008962 SLC22A10_1          :+U  EU:NC; range -3000 to  3000.,6001,6.087,1.4154,1.0,0,0,0.0,
234,FP005025 CREBRF_1            :+U  EU:NC; range -3000 to  3000.,6001,6.0666,1.5744,1.0,2,143,2.38,-0.21031
235,FP016289 APLN_1              :+U  EU:NC; range -3000 to  3000.,6001,6.0536,1.394,1.0,2,100,1.67,-0.9073
236,FP003827 ZCCHC4_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1305,1.5062,1.0,1,187,3.12,-0.07264
237,FP011953 HS3ST4_1            :+U  EU:NC; range -3000 to  3000.,6001,5.9206,1.4756,1.0,2,100,1.67,-0.28851
238,FP008153 UNC5B_1             :+U  EU:NC; range -3000 to  3000.,6001,6.0428,1.4405,1.0,1,52,0.87,-0.57145
239,FP015361 IGSF5_1             :+U  EU:NC; range -3000 to  3000.,6001,6.2035,1.4426,1.0,0,0,0.0,
240,FP008432 PNLIPRP1_1          :+U  EU:NC; range -3000 to  3000.,6001,6.2549,1.4623,1.0,1,114,1.9,-0.24203
241,FP006410 CLDN15_1            :+U  EU:NC; range -3000 to  3000.,6001,6.0878,1.4309,1.0,1,97,1.62,-0.16265
242,FP014848 NOP56_1             :+U  EU:NC; range -3000 to  3000.,6001,6.2572,1.449,1.0,2,136,2.27,-0.52341
243,FP011379 ZNF280D_1           :+U  EU:NC; range -3000 to  3000.,6001,6.1635,1.4731,1.0,1,174,2.9,-0.05099
244,FP011396 BNIP2_1             :+U  EU:NC; range -3000 to  3000.,6001,6.0718,1.5425,1.0,2,101,1.68,-0.58661
245,FP011328 SLC12A1_1           :+U  EU:NC; range -3000 to  3000.,6001,6.1136,1.4568,1.0,1,151,2.52,-0.17372
246,FP007733 DNM1_1              :+U  EU:NC; range -3000 to  3000.,6001,6.0976,1.4413,1.0,2,169,2.82,-0.23182
247,FP015522 ADORA2A_1           :+U  EU:NC; range -3000 to  3000.,6001,6.014,1.4015,1.0,0,0,0.0,
248,FP000806 SYPL2_1             :+U  EU:NC; range -3000 to  3000.,6001,6.0742,1.5487,1.0,2,130,2.17,-0.73015
249,FP009157 ATG16L2_1           :+U  EU:NC; range -3000 to  3000.,6001,6.0908,1.4212,1.0,2,242,4.03,-0.17611
250,FP000199 PLA2G2F_1           :+U  EU:NC; range -3000 to  3000.,6001,6.1565,1.3934,1.9813,1,50,0.83,-0.25421
251,FP003081 SEMA3B_1            :+U  EU:NC; range -3000 to  3000.,6001,6.0709,1.339,1.9813,2,165,2.75,-0.22966
252,FP000248 NIPAL3_1            :+U  EU:NC; range -3000 to  3000.,6001,6.3414,1.4118,1.0,1,50,0.83,-0.06587
253,FP010671 ANG_1               :+U  EU:NC; range -3000 to  3000.,6001,6.2655,1.3776,1.0,1,50,0.83,-0.59022
254,FP007063 LAPTM4B_1           :+U  EU:NC; range -3000 to  3000.,6001,6.1707,1.4974,1.0,0,0,0.0,
255,FP013281 SRP68_1             :+U  EU:NC; range -3000 to  3000.,6001,6.162,1.4497,1.0,0,0,0.0,
256,FP007031 NBN_1               :+U  EU:NC; range -3000 to  3000.,6001,6.0978,1.4687,1.0,1,50,0.83,-0.53282
257,FP011815 GLIS2_1             :+U  EU:NC; range -3000 to  3000.,6001,6.2262,1.4098,1.0,2,181,3.02,-0.64578
258,FP003403 IFT122_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1904,1.3887,1.0,2,108,1.8,-0.34414
259,FP008200 DLG5_1              :+U  EU:NC; range -3000 to  3000.,6001,6.19,1.4583,1.0,0,0,0.0,
260,FP015081 SRSF6_1             :+U  EU:NC; range -3000 to  3000.,6001,6.2215,1.4424,1.0,2,102,1.7,-0.1889
261,FP014690 TTYH1_1             :+U  EU:NC; range -3000 to  3000.,6001,5.954,1.537,1.0,3,150,2.5,-0.33325
262,FP002577 MYL1_1              :+U  EU:NC; range -3000 to  3000.,6001,6.1587,1.4379,1.0,1,107,1.78,-0.23537
263,FP003987 PPBP_1              :+U  EU:NC; range -3000 to  3000.,6001,6.0981,1.3734,1.0,1,50,0.83,-0.50547
264,FP002175 SLC9A4_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1842,1.4386,1.9813,2,117,1.95,-0.68286
265,FP000139 PRAMEF1_1           :+U  EU:NC; range -3000 to  3000.,6001,6.3029,1.4075,1.0,1,50,0.83,-0.47611
266,FP005956 MAFK_1              :+U  EU:NC; range -3000 to  3000.,6001,5.9936,1.4758,1.0,1,50,0.83,-0.42136
267,FP013059 FAM117A_1           :+U  EU:NC; range -3000 to  3000.,6001,6.1781,1.4451,1.9813,2,101,1.68,-0.15713
268,FP012429 SRR_1               :+U  EU:NC; range -3000 to  3000.,6001,6.1076,1.4881,1.0,2,100,1.67,-0.83625
269,FP002626 FAM134A_1           :+U  EU:NC; range -3000 to  3000.,6001,6.0806,1.4251,1.0,1,118,1.97,-0.34358
270,FP007560 TRIM14_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1737,1.5274,1.0,2,249,4.15,-0.30969
271,FP007613 MUSK_1              :+U  EU:NC; range -3000 to  3000.,6001,6.132,1.4898,1.0,1,78,1.3,-0.33689
272,FP003462 RNF7_1              :+U  EU:NC; range -3000 to  3000.,6001,6.1263,1.3986,1.0,1,50,0.83,-0.56962
273,FP009865 KRT4_1              :+U  EU:NC; range -3000 to  3000.,6001,6.2059,1.3857,1.0,0,0,0.0,
274,FP008565 POLR2L_1            :+U  EU:NC; range -3000 to  3000.,6001,5.9772,1.4248,1.0,1,189,3.15,-0.08968
275,FP009993 ARHGEF25_1          :+U  EU:NC; range -3000 to  3000.,6001,5.965,1.4969,1.9813,2,105,1.75,-1.06975
276,FP005512 NFKBIE_1            :+U  EU:NC; range -3000 to  3000.,6001,6.0279,1.4662,1.9813,1,113,1.88,-0.11582
277,FP003740 NAT8L_1             :+U  EU:NC; range -3000 to  3000.,6001,5.7783,1.5358,1.9813,2,181,3.02,-0.48923
278,FP003069 CDHR4_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1151,1.5247,1.0,1,50,0.83,-0.67024
279,FP015949 FUNDC1_1            :+U  EU:NC; range -3000 to  3000.,6001,6.2058,1.4773,1.0,1,103,1.72,-0.19796
280,FP001163 FCRL6_1             :+U  EU:NC; range -3000 to  3000.,6001,6.2951,1.3627,1.9813,0,0,0.0,
281,FP006459 LAMB1_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1016,1.4479,1.0,1,55,0.92,-0.17687
282,FP012335 TAF1C_1             :+U  EU:NC; range -3000 to  3000.,6001,6.3046,1.3954,1.0,1,50,0.83,-0.23157
283,FP013338 AATK_1              :+U  EU:NC; range -3000 to  3000.,6001,5.9478,1.3724,1.4174,3,167,2.78,-0.13985
284,FP010237 MAPKAPK5_1          :+U  EU:NC; range -3000 to  3000.,6001,6.1611,1.4357,1.0,1,98,1.63,-0.14993
285,FP003806 FGFBP2_1            :+U  EU:NC; range -3000 to  3000.,6001,6.192,1.4421,1.0,1,65,1.08,-0.27494
286,FP007952 PRPF18_1            :+U  EU:NC; range -3000 to  3000.,6001,6.101,1.4694,1.0,2,127,2.12,-0.49833
287,FP014750 ZNF667_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1326,1.4135,1.0,1,212,3.53,-0.11904
288,FP006086 GGCT_1              :+U  EU:NC; range -3000 to  3000.,6001,6.3056,1.3967,1.0,0,0,0.0,
289,FP002246 TMEM177_1           :+U  EU:NC; range -3000 to  3000.,6001,6.1285,1.4879,1.0,2,196,3.27,-0.51273
290,FP008138 NEUROG3_1           :+U  EU:NC; range -3000 to  3000.,6001,6.0589,1.4602,1.0,3,160,2.67,-0.13112
291,FP000807 ATXN7L2_1           :+U  EU:NC; range -3000 to  3000.,6001,6.0944,1.4566,1.0,3,219,3.65,-0.94173
292,FP002155 MRPL30_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1536,1.4321,1.0,1,50,0.83,-0.55624
293,FP010789 PSMA6_1             :+U  EU:NC; range -3000 to  3000.,6001,6.2544,1.4981,1.0,1,99,1.65,-0.38669
294,FP004577 HMGCR_1             :+U  EU:NC; range -3000 to  3000.,6001,6.2575,1.4555,1.0,1,50,0.83,-0.63371
295,FP014498 CARD8_1             :+U  EU:NC; range -3000 to  3000.,6001,6.0468,1.474,1.0,0,0,0.0,
296,FP002098 PLGLB2_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1304,1.4112,1.0,0,0,0.0,
297,FP008193 DUSP13_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1965,1.4095,1.0,0,0,0.0,
298,FP007469 GCNT1_1             :+U  EU:NC; range -3000 to  3000.,6001,6.0362,1.5233,1.0,1,151,2.52,-0.19478
299,FP008707 SAA4_1              :+U  EU:NC; range -3000 to  3000.,6001,6.0379,1.4532,1.0,2,100,1.67,-0.2232
300,FP005170 DTNBP1_1            :+U  EU:NC; range -3000 to  3000.,6001,6.0922,1.4819,1.0,0,0,0.0,
301,FP011954 KDM8_1              :+U  EU:NC; range -3000 to  3000.,6001,6.21,1.4259,1.0,0,0,0.0,
302,FP014178 FXYD3_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1005,1.4187,1.0,2,113,1.88,-0.36696
303,FP007380 C9orf131_1          :+U  EU:NC; range -3000 to  3000.,6001,6.2593,1.3698,1.9813,1,50,0.83,-0.5087
304,FP007354 BAG1_1              :+U  EU:NC; range -3000 to  3000.,6001,6.2573,1.3667,1.0,1,63,1.05,-0.46859
305,FP010128 HAL_1               :+U  EU:NC; range -3000 to  3000.,6001,6.3339,1.3409,1.4174,1,50,0.83,-0.50445
306,FP012095 NOD2_1              :+U  EU:NC; range -3000 to  3000.,6001,5.825,1.5131,1.9813,1,50,0.83,-0.4289
307,FP012204 ACD_1               :+U  EU:NC; range -3000 to  3000.,6001,6.2259,1.3935,1.9877,1,50,0.83,-0.40989
308,FP010519 MED4_1              :+U  EU:NC; range -3000 to  3000.,6001,6.2321,1.4129,1.0,0,0,0.0,
309,FP002189 SLC5A7_1            :+U  EU:NC; range -3000 to  3000.,6001,6.0837,1.428,1.4174,1,50,0.83,-0.70795
310,FP014069 GDF15_1             :+U  EU:NC; range -3000 to  3000.,6001,6.2726,1.4585,1.0,2,132,2.2,-0.24042
311,FP003484 CPB1_1              :+U  EU:NC; range -3000 to  3000.,6001,6.1428,1.4203,1.4174,2,166,2.77,-0.18551
312,FP002129 ARID5A_1            :+U  EU:NC; range -3000 to  3000.,6001,6.0612,1.4349,1.0,2,153,2.55,-0.27782
313,FP014796 ZSCAN22_1           :+U  EU:NC; range -3000 to  3000.,6001,6.1771,1.3305,1.9813,1,52,0.87,-0.34847
314,FP008406 DUSP5_1             :+U  EU:NC; range -3000 to  3000.,6001,6.0243,1.4434,1.0,2,107,1.78,-0.57371
315,FP000993 THEM5_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1343,1.4601,1.0,1,50,0.83,-0.33286
316,FP002070 ELMOD3_1            :+U  EU:NC; range -3000 to  3000.,6001,6.3409,1.4203,1.0,3,239,3.98,-0.23349
317,FP014564 BCL2L12_1           :+U  EU:NC; range -3000 to  3000.,6001,6.166,1.4378,1.0,1,69,1.15,-0.30139
318,FP003817 PACRGL_1            :+U  EU:NC; range -3000 to  3000.,6001,6.2191,1.3582,1.0,0,0,0.0,
319,FP014036 ABHD8_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1972,1.4251,1.0,1,50,0.83,-0.47324
320,FP008582 IGF2_1              :+U  EU:NC; range -3000 to  3000.,6001,5.6658,1.4941,1.0,1,50,0.83,-1.15564
321,FP013038 HOXB9_1             :+U  EU:NC; range -3000 to  3000.,6001,5.9454,1.4657,1.9813,1,76,1.27,-0.20815
322,FP006925 TCEA1_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1388,1.5361,1.0,0,0,0.0,
323,FP010034 DYRK2_1             :+U  EU:NC; range -3000 to  3000.,6001,5.8004,1.496,1.0,3,173,2.88,-0.90798
324,FP004390 FASTKD3_1           :+U  EU:NC; range -3000 to  3000.,6001,6.1976,1.4085,1.0,1,61,1.02,-0.10022
325,FP012587 PIK3R6_1            :+U  EU:NC; range -3000 to  3000.,6001,6.2562,1.3984,1.0,1,50,0.83,-0.27936
326,FP014034 BABAM1_1            :+U  EU:NC; range -3000 to  3000.,6001,6.165,1.5623,1.0,1,74,1.23,-0.51567
327,FP003725 FGFRL1_1            :+U  EU:NC; range -3000 to  3000.,6001,5.7276,1.5235,1.0,2,217,3.62,-0.13028
328,FP012515 ASGR2_1             :+U  EU:NC; range -3000 to  3000.,6001,5.889,1.5639,1.0,2,161,2.68,-0.69077
329,FP014394 SMG9_1              :+U  EU:NC; range -3000 to  3000.,6001,6.2491,1.4796,1.0,1,55,0.92,-0.70945
330,FP014928 POLR3F_1            :+U  EU:NC; range -3000 to  3000.,6001,6.2082,1.3908,1.0,2,100,1.67,-0.21982
331,FP010435 PDX1_1              :+U  EU:NC; range -3000 to  3000.,6001,6.08,1.4392,1.4174,1,55,0.92,-0.44236
332,FP008049 TMEM72_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1688,1.4049,1.0,3,161,2.68,-0.14016
333,FP003900 USP46_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1502,1.4611,1.0,1,180,3.0,-0.06921
334,FP005560 ELOVL5_1            :+U  EU:NC; range -3000 to  3000.,6001,6.181,1.4504,1.0,0,0,0.0,
335,FP003855 UGDH_1              :+U  EU:NC; range -3000 to  3000.,6001,6.1567,1.4204,1.0,2,136,2.27,-0.56294
336,FP011052 SMEK1_1             :+U  EU:NC; range -3000 to  3000.,6001,6.0493,1.5037,1.0,1,50,0.83,-0.59464
337,FP009188 SERPINH1_1          :+U  EU:NC; range -3000 to  3000.,6001,6.1005,1.4332,1.0,1,50,0.83,-0.98715
338,FP003044 WDR6_1              :+U  EU:NC; range -3000 to  3000.,6001,6.1823,1.4439,1.0,1,50,0.83,-0.73401
339,FP011051 CCDC88C_1           :+U  EU:NC; range -3000 to  3000.,6001,6.0284,1.5147,1.0,0,0,0.0,
340,FP004259 NPY2R_1             :+U  EU:NC; range -3000 to  3000.,6001,6.0803,1.3985,1.0,1,50,0.83,-0.73861
341,FP005365 WDR46_1             :+U  EU:NC; range -3000 to  3000.,6001,6.2944,1.3884,1.0,1,50,0.83,-0.34577
342,FP008622 FAM160A2_1          :+U  EU:NC; range -3000 to  3000.,6001,6.1324,1.4382,1.0,2,203,3.38,-0.37523
343,FP007308 PSIP1_1             :+U  EU:NC; range -3000 to  3000.,6001,5.9885,1.4555,1.4174,2,236,3.93,-0.45368
344,FP008781 LDLRAD3_1           :+U  EU:NC; range -3000 to  3000.,6001,6.0239,1.4645,1.9813,1,151,2.52,-0.10921
345,FP011681 HBQ1_1              :+U  EU:NC; range -3000 to  3000.,6001,6.129,1.4987,1.0,0,0,0.0,
346,FP015145 ELMO2_1             :+U  EU:NC; range -3000 to  3000.,6001,6.2215,1.4007,1.0,1,50,0.83,-1.0909
347,FP006179 MRPS17_1            :+U  EU:NC; range -3000 to  3000.,6001,6.208,1.5488,1.0,0,0,0.0,
348,FP001744 TTC32_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1169,1.4813,1.0,1,61,1.02,-0.25902
349,FP004505 IL31RA_1            :+U  EU:NC; range -3000 to  3000.,6001,6.0521,1.4686,1.0,0,0,0.0,
350,FP008238 PTEN_1              :+U  EU:NC; range -3000 to  3000.,6001,6.1033,1.3922,1.4174,2,113,1.88,-0.54498
351,FP015806 TYMP_1              :+U  EU:NC; range -3000 to  3000.,6001,6.0639,1.4852,1.0,2,193,3.22,-0.3811
352,FP014447 GIPR_1              :+U  EU:NC; range -3000 to  3000.,6001,6.0209,1.5376,1.0,0,0,0.0,
353,FP006256 GSAP_1              :+U  EU:NC; range -3000 to  3000.,6001,6.1791,1.4004,1.0,2,100,1.67,-0.54122
354,FP006281 ADAM22_1            :+U  EU:NC; range -3000 to  3000.,6001,5.9466,1.4707,1.0,1,83,1.38,-0.31393
355,FP008012 ARMC4_1             :+U  EU:NC; range -3000 to  3000.,6001,6.2134,1.4496,1.0,1,204,3.4,-0.07087
356,FP011747 RNF151_1            :+U  EU:NC; range -3000 to  3000.,6001,6.2426,1.3877,1.0,1,86,1.43,-0.23816
357,FP007204 LY6H_1              :+U  EU:NC; range -3000 to  3000.,6001,5.8077,1.4741,1.9813,2,100,1.67,-0.82575
358,FP015207 STX16_1             :+U  EU:NC; range -3000 to  3000.,6001,5.9675,1.5127,1.0,1,50,0.83,-0.41134
359,FP002353 CD302_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1215,1.4061,1.0,0,0,0.0,
360,FP012868 TOP2A_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1917,1.4889,1.0,1,50,0.83,-0.9537
361,FP002891 SLC4A7_1            :+U  EU:NC; range -3000 to  3000.,6001,6.0938,1.4677,1.0,1,146,2.43,-0.09064
362,FP013248 ARMC7_1             :+U  EU:NC; range -3000 to  3000.,6001,6.21,1.5151,1.0,2,155,2.58,-0.31365
363,FP015479 SNAP29_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1851,1.4978,1.0,2,111,1.85,-0.39295
364,FP001917 LHCGR_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1034,1.425,1.0,1,50,0.83,-1.17889
365,FP007993 PTF1A_1             :+U  EU:NC; range -3000 to  3000.,6001,5.9892,1.5372,1.0,1,50,0.83,-0.96176
366,FP001504 DIEXF_1             :+U  EU:NC; range -3000 to  3000.,6001,6.13,1.4919,1.0,0,0,0.0,
367,FP014680 TMC4_1              :+U  EU:NC; range -3000 to  3000.,6001,5.9837,1.4937,1.0,1,50,0.83,-0.96353
368,FP009443 VSIG2_1             :+U  EU:NC; range -3000 to  3000.,6001,6.0441,1.4216,1.0,1,117,1.95,-0.28633
369,FP014632 FPR2_1              :+U  EU:NC; range -3000 to  3000.,6001,6.1652,1.4906,1.0,0,0,0.0,
370,FP013176 TEX2_1              :+U  EU:NC; range -3000 to  3000.,6001,6.1396,1.4613,1.0,1,50,0.83,-0.36391
371,FP013818 PNPLA6_1            :+U  EU:NC; range -3000 to  3000.,6001,6.2559,1.4332,1.0,2,118,1.97,-0.4362
372,FP007008 FABP4_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1136,1.4775,1.0,1,50,0.83,-0.32372
373,FP012174 CA7_1               :+U  EU:NC; range -3000 to  3000.,6001,6.0371,1.3987,1.0,2,141,2.35,-0.47607
374,FP010876 C14orf37_1          :+U  EU:NC; range -3000 to  3000.,6001,6.1716,1.4473,1.0,1,72,1.2,-0.4037
375,FP006494 CPED1_1             :+U  EU:NC; range -3000 to  3000.,6001,6.2217,1.4105,1.4174,1,213,3.55,-0.17958
376,FP012381 ANKRD11_1           :+U  EU:NC; range -3000 to  3000.,6001,6.0293,1.4827,1.0,1,50,0.83,-0.36591
377,FP004159 C4orf3_1            :+U  EU:NC; range -3000 to  3000.,6001,6.2536,1.4568,1.0,1,147,2.45,-0.10611
378,FP007500 C9orf47_1           :+U  EU:NC; range -3000 to  3000.,6001,6.1736,1.4865,1.0,0,0,0.0,
379,FP006131 BLVRA_1             :+U  EU:NC; range -3000 to  3000.,6001,6.0879,1.4726,1.0,1,165,2.75,-0.17866
380,FP006374 PVRIG_1             :+U  EU:NC; range -3000 to  3000.,6001,6.0603,1.3322,1.9813,0,0,0.0,
381,FP010661 CHAMP1_1            :+U  EU:NC; range -3000 to  3000.,6001,6.0641,1.5236,1.0,1,162,2.7,-0.07412
382,FP013198 ARSG_1              :+U  EU:NC; range -3000 to  3000.,6001,6.1588,1.4139,1.0,1,70,1.17,-0.24734
383,FP002073 MAT2A_1             :+U  EU:NC; range -3000 to  3000.,6001,6.206,1.419,1.4174,2,193,3.22,-0.58702
384,FP014400 ZNF222_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1846,1.4419,1.0,1,50,0.83,-0.30143
385,FP004456 PTGER4_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1532,1.4165,1.0,1,50,0.83,-1.0896
386,FP006381 PPP1R35_1           :+U  EU:NC; range -3000 to  3000.,6001,6.1456,1.4728,1.0,2,107,1.78,-0.07099
387,FP005583 LMBRD1_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1954,1.4116,1.9813,2,100,1.67,-0.54407
388,FP011368 RAB27A_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1652,1.4894,1.0,2,100,1.67,-0.92425
389,FP007449 SMC5_1              :+U  EU:NC; range -3000 to  3000.,6001,6.2581,1.449,1.0,0,0,0.0,
390,FP011223 SPRED1_1            :+U  EU:NC; range -3000 to  3000.,6001,6.0161,1.5089,1.4174,2,181,3.02,-0.63471
391,FP000481 TIE1_1              :+U  EU:NC; range -3000 to  3000.,6001,6.2284,1.3998,1.0,3,190,3.17,-0.46047
392,FP009081 LRFN4_1             :+U  EU:NC; range -3000 to  3000.,6001,5.9771,1.4225,1.4174,3,193,3.22,-0.28136
393,FP015795 HDAC10_1            :+U  EU:NC; range -3000 to  3000.,6001,6.0499,1.3485,1.9813,1,50,0.83,-0.54949
394,FP010394 ZMYM2_1             :+U  EU:NC; range -3000 to  3000.,6001,5.9546,1.4317,1.0,0,0,0.0,
395,FP004957 LARP1_1             :+U  EU:NC; range -3000 to  3000.,6001,6.2095,1.4468,1.0,1,50,0.83,-0.80408
396,FP002730 ASB18_1             :+U  EU:NC; range -3000 to  3000.,6001,6.2468,1.3485,1.0,0,0,0.0,
397,FP000649 DEPDC1_1            :+U  EU:NC; range -3000 to  3000.,6001,6.2403,1.4161,1.0,1,56,0.93,-0.55665
398,FP003822 SOD3_1              :+U  EU:NC; range -3000 to  3000.,6001,6.1274,1.4445,1.0,1,50,0.83,-1.48024
399,FP010387 ZNF10_1             :+U  EU:NC; range -3000 to  3000.,6001,6.0102,1.5472,1.0,1,119,1.98,-0.1864
400,FP000086 PARK7_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1445,1.5079,1.0,0,0,0.0,
401,FP013709 SLC39A3_1           :+U  EU:NC; range -3000 to  3000.,6001,6.1911,1.5351,1.0,1,50,0.83,-0.86579
402,FP002333 FMNL2_1             :+U  EU:NC; range -3000 to  3000.,6001,5.9489,1.483,1.0,1,50,0.83,-0.58515
403,FP000934 HIST2H4A_1          :+U  EU:NC; range -3000 to  3000.,6001,6.2683,1.4875,1.0,1,50,0.83,-1.19507
404,FP009921 BLOC1S1_1           :+U  EU:NC; range -3000 to  3000.,6001,6.1177,1.5018,1.0,2,108,1.8,-0.52928
405,FP011524 MAN2C1_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1505,1.4537,1.0,0,0,0.0,
406,FP015720 POLR3H_1            :+U  EU:NC; range -3000 to  3000.,6001,6.1028,1.5712,1.0,2,106,1.77,-0.72167
407,FP011290 TUBGCP4_1           :+U  EU:NC; range -3000 to  3000.,6001,6.2221,1.4329,1.0,1,77,1.28,-0.49066
408,FP006910 PRKDC_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1223,1.4321,1.0,1,181,3.02,-0.06889
409,FP002184 C2orf40_1           :+U  EU:NC; range -3000 to  3000.,6001,6.2684,1.4598,1.0,0,0,0.0,
410,FP003692 WDR53_1             :+U  EU:NC; range -3000 to  3000.,6001,6.1063,1.5324,1.0,1,51,0.85,-0.50487
411,FP013488 B4GALT6_1           :+U  EU:NC; range -3000 to  3000.,6001,6.0389,1.4397,1.4174,2,223,3.72,-0.15636
412,FP002447 TTN_1               :+U  EU:NC; range -3000 to  3000.,6001,6.1555,1.4326,1.0,0,0,0.0,
413,FP002117 TRIM43B_1           :+U  EU:NC; range -3000 to  3000.,6001,6.0823,1.4705,1.0,1,50,0.83,-0.6732
414,FP006182 CCT6A_1             :+U  EU:NC; range -3000 to  3000.,6001,6.2391,1.4586,1.0,0,0,0.0,
415,FP002804 CAMK1_1             :+U  EU:NC; range -3000 to  3000.,6001,6.0463,1.4543,1.0,0,0,0.0,
416,FP004152 NDST3_1             :+U  EU:NC; range -3000 to  3000.,6001,6.0243,1.4961,1.0,1,50,0.83,-0.59409
417,FP013308 TK1_1               :+U  EU:NC; range -3000 to  3000.,6001,6.2318,1.5399,1.0,0,0,0.0,
418,FP006568 CHRM2_1             :+U  EU:NC; range -3000 to  3000.,6001,5.9217,1.6087,1.0,1,51,0.85,-0.89628
419,FP004290 TLL1_1              :+U  EU:NC; range -3000 to  3000.,6001,6.012,1.4756,1.0,0,0,0.0,
